N	F0	m	d_ms	d0	v0	prob	collision
6	4260	743	340	11	76	0.290	0
5	4849	1170	22	10	64	0.230	0
4	1365	689	284	16	74	0.360	0
6	4078	1787	465	7	89	0.410	1
6	4921	1325	254	17	105	0.230	0
8	2648	1985	259	11	92	0.110	0
6	4377	1686	400	12	70	0.050	0
8	533	1462	84	7	115	0.290	0
8	4880	763	467	13	77	0.480	1
3	4079	906	304	8	56	0.210	1
8	1825	967	212	16	67	0.340	0
7	3597	1591	252	14	79	0.370	0
4	2020	1802	91	18	94	0.020	0
4	1937	1526	439	8	72	0.160	0
8	3708	737	278	18	78	0.140	0
5	826	1796	15	17	72	0.160	0
8	949	1684	70	7	78	0.070	0
4	135	1427	158	12	55	0.240	0
7	2290	689	284	12	102	0.320	0
5	4583	962	331	9	104	0.190	1
6	2769	1574	207	18	55	0.210	0
4	4010	1137	390	5	61	0.150	1
3	633	690	227	14	101	0.070	0
8	1266	609	336	12	117	0.240	0
5	3765	734	251	16	54	0.310	0
6	3861	1597	491	14	92	0.140	0
6	1731	1349	318	17	70	0.330	0
7	2589	1322	424	5	112	0.320	1
3	3510	792	412	19	81	0.320	0
3	3217	1089	369	5	82	0.140	1
3	2346	667	178	5	119	0.300	1
4	172	1106	367	10	51	0.060	0
3	2892	1819	134	7	90	0.450	0
3	2717	1744	258	15	114	0.460	0
6	2967	1668	281	17	64	0.360	0
4	264	1961	164	10	76	0.470	0
6	3420	1512	241	19	94	0.320	0
4	3277	1120	269	16	98	0.150	0
3	4003	1903	429	15	54	0.070	0
6	3739	1692	101	7	58	0.340	0
3	1187	599	327	10	77	0.210	0
7	2827	1763	495	16	113	0.370	0
5	1412	1021	170	17	85	0.420	0
7	4370	830	248	6	101	0.360	1
6	2430	1889	14	16	99	0.270	0
7	2093	1524	56	14	70	0.100	0
4	2380	1202	150	10	97	0.100	0
5	2123	1635	277	7	54	0.340	0
5	3592	1857	204	19	93	0.320	0
4	2569	1289	212	6	109	0.180	1
6	330	513	46	7	98	0.370	0
4	2665	525	316	13	56	0.440	0
3	2427	730	450	13	80	0.420	0
5	3667	1439	357	5	105	0.140	1
8	2858	1108	29	15	84	0.490	0
5	1778	1002	390	13	91	0.050	0
8	135	1578	314	17	113	0.370	0
7	2055	504	17	16	69	0.210	0
7	3597	575	218	9	102	0.100	1
3	3131	759	275	8	74	0.400	1
5	3485	1097	52	5	84	0.290	0
5	366	1913	422	13	91	0.380	0
5	1832	882	325	7	87	0.210	1
6	1256	515	483	16	74	0.460	0
4	4513	1590	99	16	51	0.190	0
5	1456	1844	49	19	109	0.300	0
7	2281	738	356	9	94	0.410	1
4	1663	1461	394	17	71	0.080	0
7	2829	912	205	9	80	0.260	0
7	4120	1944	331	5	89	0.260	1
7	1112	639	81	6	92	0.230	0
3	4238	542	384	7	97	0.370	1
8	2299	1049	465	16	78	0.060	0
4	1083	1726	349	13	69	0.280	0
3	618	617	167	7	60	0.400	0
4	3406	976	259	6	111	0.040	1
3	3176	1530	3	19	115	0.260	0
7	312	836	426	10	56	0.370	0
6	2052	865	236	10	118	0.410	0
8	2801	1590	341	8	57	0.200	0
5	424	1232	18	6	104	0.300	0
4	1490	927	322	14	53	0.090	0
4	3646	1050	391	16	65	0.490	0
7	2713	1418	296	19	106	0.440	0
3	4449	1916	326	15	71	0.390	0
5	3223	556	358	8	73	0.150	1
4	4332	1513	200	19	82	0.100	0
3	2127	519	232	15	115	0.110	0
7	1451	1270	397	19	88	0.430	0
7	2539	725	232	8	111	0.090	1
8	4196	926	78	11	95	0.340	0
6	4946	783	443	10	111	0.380	1
3	2653	678	199	15	118	0.200	0
3	2998	1832	488	6	57	0.200	1
5	1296	1299	376	10	78	0.290	0
5	2706	1261	394	5	72	0.250	1
5	2699	1993	55	15	65	0.490	0
5	1689	1179	191	10	115	0.350	0
6	210	1691	197	5	66	0.280	0
5	4511	1229	488	8	106	0.370	1
5	1166	893	21	7	88	0.320	0
7	1873	1781	349	14	65	0.380	0
4	4854	1207	53	5	102	0.130	1
7	3968	1744	24	13	75	0.070	0
8	2103	835	427	5	114	0.320	1
4	2691	1160	109	9	76	0.340	0
3	1522	718	342	16	50	0.480	0
3	2363	731	281	17	116	0.360	0
6	2406	1280	131	11	89	0.100	0
8	641	850	336	10	51	0.080	0
5	2554	1519	249	12	54	0.470	0
3	1614	548	101	8	118	0.480	0
4	1882	1293	323	16	112	0.250	0
5	1987	1207	78	10	59	0.230	0
8	1176	1321	280	10	60	0.130	0
8	2157	1470	276	7	68	0.340	0
6	584	815	195	16	87	0.270	0
5	1919	1867	193	18	63	0.080	0
6	3935	1056	32	5	53	0.450	0
7	1104	1862	88	15	116	0.280	0
5	270	671	478	6	64	0.480	0
7	4252	1055	139	14	118	0.160	0
4	4003	1022	200	18	68	0.390	0
6	1857	574	315	15	95	0.200	0
5	284	533	144	6	94	0.230	0
8	4147	587	466	6	72	0.050	1
5	4825	1902	340	19	85	0.040	0
7	1203	1058	9	8	96	0.250	0
4	1938	1200	49	15	99	0.380	0
4	2891	1373	43	7	93	0.370	0
6	2688	1890	263	17	85	0.480	0
5	3687	1551	448	5	104	0.230	1
4	3072	894	433	10	105	0.010	1
6	919	1933	283	8	96	0.400	0
6	3056	1719	233	9	117	0.240	0
4	1856	852	219	18	50	0.290	0
3	1913	524	129	6	92	0.040	0
8	3138	1306	427	6	107	0.320	1
3	862	1654	73	15	52	0.420	0
7	997	1414	11	14	107	0.300	0
3	1700	1912	347	15	80	0.040	0
3	4965	1055	396	19	53	0.240	0
7	3491	542	269	9	93	0.100	1
4	597	1701	268	9	109	0.320	0
4	741	1304	276	16	100	0.170	0
4	2494	1860	102	11	113	0.190	0
4	2516	640	289	16	61	0.170	0
3	3883	525	167	18	116	0.460	0
4	2828	1205	425	6	69	0.100	1
3	3560	1093	313	18	85	0.330	0
7	4587	1943	389	5	106	0.340	1
4	3944	1508	6	9	74	0.040	0
3	3814	711	80	10	94	0.440	0
8	2924	1809	470	14	88	0.440	0
7	3236	648	457	7	72	0.310	1
3	3826	1844	34	19	86	0.130	0
8	4476	592	256	16	100	0.120	0
4	3327	1656	20	11	102	0.120	0
4	2296	1647	349	8	52	0.230	0
4	3326	948	325	8	115	0.280	1
7	2540	889	190	13	59	0.380	0
3	235	654	219	18	76	0.310	0
3	3189	1936	260	15	70	0.200	0
4	4865	1017	310	5	67	0.040	1
4	1969	774	69	7	53	0.180	0
3	1281	1495	104	7	114	0.050	0
6	2885	772	135	19	70	0.380	0
4	1248	1237	385	14	99	0.340	0
7	1464	507	204	7	71	0.060	1
6	4896	878	19	14	81	0.090	0
3	866	1411	24	15	90	0.390	0
7	2262	1812	135	11	117	0.400	0
6	199	1907	247	19	97	0.440	0
8	3205	1446	420	10	73	0.100	1
3	4733	671	169	6	101	0.400	1
7	2807	860	30	8	117	0.370	0
8	3426	998	398	8	83	0.080	1
6	2673	1245	13	19	112	0.030	0
7	1730	1766	204	12	66	0.220	0
7	4767	605	75	9	50	0.190	0
3	986	1309	358	16	95	0.400	0
4	358	1697	162	5	96	0.450	0
4	2916	1551	206	6	72	0.160	1
8	2818	748	296	17	55	0.140	0
7	1001	996	257	17	100	0.120	0
8	2903	739	156	18	65	0.390	0
3	4019	1937	42	19	71	0.020	0
7	4237	1421	354	12	112	0.240	0
3	1331	856	128	15	99	0.450	0
3	1384	618	172	5	106	0.060	1
4	2261	1049	218	14	70	0.170	0
4	4712	1000	191	12	84	0.350	0
5	4380	1609	294	13	51	0.270	0
4	2308	1797	172	6	104	0.180	0
6	2930	1718	302	10	60	0.050	0
3	2158	1591	67	16	64	0.050	0
3	177	1578	443	17	54	0.090	0
3	1289	948	186	12	58	0.180	0
5	1089	508	224	8	54	0.310	0
4	4286	1446	22	18	99	0.090	0
8	2592	1043	125	15	90	0.090	0
7	4823	777	267	8	81	0.250	1
6	3440	1082	366	10	86	0.450	1
3	3611	641	481	9	111	0.190	1
3	1844	548	284	10	105	0.180	0
4	2955	894	363	10	59	0.170	0
8	606	551	136	14	100	0.090	0
4	1433	1039	97	18	53	0.480	0
4	3917	1740	41	9	93	0.400	0
3	2533	1184	42	9	97	0.190	0
3	1382	1328	116	9	84	0.430	0
3	3727	1576	65	16	84	0.210	0
6	472	1672	214	11	102	0.090	0
6	1065	1659	37	8	64	0.100	0
3	1577	1157	257	18	117	0.050	0
3	3637	1543	383	17	92	0.160	0
4	4209	812	229	16	99	0.460	0
5	2092	1726	71	16	66	0.450	0
8	2053	1579	436	8	114	0.300	1
6	643	1440	11	9	107	0.320	0
4	4286	1426	260	18	107	0.150	0
8	4300	930	35	11	57	0.080	0
5	4338	1821	252	14	99	0.070	0
6	3781	1014	158	16	60	0.050	0
7	775	1250	374	10	96	0.460	0
7	661	1660	229	12	78	0.380	0
8	1677	679	82	16	117	0.400	0
4	3577	1463	62	16	60	0.140	0
3	4077	1751	468	7	110	0.210	1
3	4360	768	261	5	80	0.280	1
5	4007	538	168	10	115	0.290	0
5	3189	992	392	6	61	0.240	1
5	2582	1316	343	12	56	0.180	0
7	843	528	373	16	68	0.020	0
5	1005	605	72	17	64	0.120	0
3	1933	1362	302	13	93	0.180	0
8	3311	570	111	7	99	0.490	1
8	1500	1994	1	17	95	0.230	0
3	4930	665	50	8	100	0.450	0
6	1698	1231	89	10	101	0.290	0
3	4048	555	341	6	64	0.240	1
5	2361	1675	499	5	70	0.010	1
8	885	1081	187	17	94	0.480	0
3	1508	852	156	12	114	0.050	0
8	2514	1352	467	9	85	0.050	1
4	2125	1027	369	14	87	0.430	0
3	4971	989	248	14	60	0.430	0
8	2107	1424	119	12	88	0.010	0
4	3751	644	324	12	95	0.340	1
3	2991	1001	359	5	79	0.230	1
8	3197	796	296	8	75	0.440	1
5	4868	672	367	13	77	0.330	0
4	4513	1990	272	7	90	0.020	0
3	3782	1289	33	13	100	0.240	0
7	3435	1597	130	19	84	0.310	0
4	880	1521	395	6	63	0.240	0
8	3618	835	85	16	102	0.400	0
4	3722	1664	171	12	69	0.350	0
7	4002	1098	228	5	102	0.200	1
3	487	825	231	16	51	0.270	0
5	2905	794	481	17	100	0.240	0
3	652	548	181	7	115	0.300	0
3	2547	794	447	9	63	0.130	1
6	1696	1177	498	16	113	0.430	0
8	4208	1239	302	7	90	0.300	1
4	421	670	245	18	61	0.100	0
8	2314	1739	357	7	79	0.300	1
5	3824	864	416	11	52	0.070	0
3	4314	1600	456	14	119	0.150	0
6	3336	913	1	18	107	0.340	0
3	4932	647	11	15	101	0.210	0
6	2802	1038	401	19	85	0.340	0
6	2154	930	139	16	95	0.080	0
6	4671	1878	461	7	66	0.320	1
4	2612	1668	237	9	96	0.030	0
3	1818	1709	495	14	50	0.030	0
3	1012	1470	399	6	117	0.450	1
7	1533	1036	142	10	113	0.080	0
8	2589	1306	301	11	85	0.080	0
5	2782	1755	375	13	115	0.280	0
3	4079	738	419	13	110	0.260	1
4	2715	1990	233	5	68	0.470	1
8	3304	1680	250	14	100	0.220	0
7	2994	644	185	10	73	0.370	0
7	1598	836	41	17	85	0.430	0
8	313	1534	422	12	90	0.100	0
5	4173	1205	125	18	118	0.020	0
6	4211	1134	80	5	96	0.080	1
7	3372	1426	316	5	96	0.050	1
4	3124	1006	300	10	73	0.450	0
3	3697	739	49	16	99	0.120	0
8	4951	977	391	7	102	0.110	1
5	1295	1061	249	5	107	0.270	1
7	3062	1360	164	12	115	0.240	0
5	3963	1597	64	12	61	0.440	0
4	1033	925	221	5	94	0.050	0
6	590	1750	190	14	70	0.190	0
8	1289	1284	348	8	88	0.020	0
7	3255	1497	210	16	114	0.040	0
4	2724	1413	122	11	93	0.410	0
3	2554	1176	346	18	78	0.310	0
6	4841	1780	414	15	105	0.270	0
8	539	1410	258	15	96	0.220	0
3	2217	1769	369	14	99	0.400	0
6	1057	997	256	8	109	0.390	0
6	647	1811	189	12	65	0.080	0
5	752	507	31	17	91	0.190	0
6	1559	862	209	16	70	0.050	0
8	4114	759	410	14	86	0.240	1
6	3962	915	41	12	91	0.230	0
8	433	1581	38	7	75	0.260	0
4	433	907	299	15	112	0.290	0
4	1921	1485	309	5	69	0.190	1
4	1194	1983	318	11	116	0.410	0
5	3553	1665	342	5	97	0.140	1
8	333	1258	296	8	94	0.320	0
6	431	1064	414	14	61	0.360	0
5	1078	1340	17	12	118	0.230	0
8	321	1150	384	19	112	0.130	0
4	213	672	163	8	79	0.480	0
4	1175	1381	194	12	73	0.050	0
8	4017	1056	190	17	86	0.360	0
7	1559	927	470	12	94	0.160	0
4	3649	1673	42	19	56	0.080	0
6	2644	1494	1	8	79	0.260	0
8	132	1996	78	14	73	0.380	0
7	510	862	259	13	59	0.270	0
4	2193	1601	429	11	63	0.190	0
8	2452	569	473	7	111	0.110	1
3	4182	1667	385	12	96	0.150	0
8	3254	1419	326	10	99	0.130	0
6	615	1503	39	8	112	0.250	0
3	1934	1879	40	11	114	0.480	0
3	4113	1291	473	6	71	0.050	1
8	2622	1317	66	18	96	0.190	0
5	2558	1497	271	7	110	0.380	0
4	4073	1625	315	8	65	0.160	0
6	1877	624	281	6	80	0.230	1
8	4568	794	103	8	91	0.160	0
4	4553	649	338	15	78	0.160	0
5	377	1458	249	14	107	0.160	0
7	3504	1736	362	8	75	0.450	1
5	1946	1932	241	14	95	0.210	0
5	1952	980	472	16	70	0.030	0
4	4959	1424	381	14	59	0.210	0
3	4576	605	235	5	111	0.450	1
8	4016	501	249	14	55	0.450	0
4	1033	1392	362	19	76	0.300	0
5	2173	601	49	5	62	0.240	0
3	2643	1888	301	17	66	0.160	0
4	4342	1630	296	7	117	0.410	1
7	4062	1346	114	14	115	0.200	0
6	1437	1331	463	10	107	0.410	0
3	3166	1824	409	8	67	0.250	1
7	4557	1409	64	9	58	0.310	0
4	3846	1267	444	6	94	0.160	1
6	322	1302	8	5	96	0.260	0
3	4664	1568	357	10	103	0.260	1
8	3168	1249	157	7	74	0.060	0
4	4972	1326	218	15	101	0.220	0
7	3313	726	291	14	115	0.400	1
6	2541	538	317	12	62	0.020	0
7	1412	644	457	6	94	0.340	1
3	3658	1256	232	14	65	0.210	0
5	4077	819	1	15	57	0.110	0
5	849	1352	423	15	80	0.100	0
8	1238	1420	251	13	66	0.350	0
8	1294	1525	241	14	67	0.250	0
4	853	1445	468	13	52	0.430	0
6	1397	662	316	11	55	0.430	0
8	2118	1881	294	17	51	0.320	0
6	1151	1684	341	14	109	0.300	0
5	258	812	221	12	102	0.440	0
8	4587	922	181	7	68	0.060	0
3	1979	1283	212	16	76	0.340	0
5	4458	1338	428	5	56	0.390	1
3	2749	1599	477	10	87	0.110	0
6	1486	1448	385	17	92	0.490	0
4	3143	1036	393	17	63	0.450	0
6	2218	1411	438	17	78	0.390	0
7	3744	1160	421	12	67	0.400	1
3	3477	1393	211	14	68	0.390	0
3	4882	1576	171	11	118	0.230	0
4	643	957	120	13	116	0.280	0
8	261	782	121	11	91	0.300	0
7	874	1485	426	14	81	0.380	0
7	3395	1469	452	10	53	0.150	0
6	475	1689	480	16	69	0.060	0
6	4583	885	5	10	55	0.330	0
3	271	1542	198	13	63	0.310	0
6	2223	1900	220	17	62	0.400	0
3	4333	958	288	7	94	0.230	1
8	1452	1959	251	19	110	0.170	0
5	4081	800	168	5	119	0.460	1
3	4962	1896	489	17	68	0.090	0
7	4006	1097	248	12	115	0.230	0
6	142	983	379	5	101	0.190	0
6	2281	883	188	16	70	0.280	0
3	2715	1834	217	16	50	0.450	0
7	1905	1341	185	9	81	0.060	0
6	2636	1801	417	14	76	0.150	0
8	3657	1747	187	8	57	0.340	0
6	2722	1230	213	10	62	0.080	0
7	1746	703	155	9	111	0.410	0
6	4226	792	73	5	73	0.060	0
3	1110	681	176	8	78	0.010	0
5	4690	607	251	10	80	0.240	1
3	4205	1989	2	10	67	0.430	0
7	3277	1298	223	6	89	0.290	1
6	4343	1760	16	12	93	0.200	0
3	1840	726	456	11	116	0.130	1
8	653	1489	373	17	105	0.340	0
5	3918	1537	145	16	114	0.460	0
4	2405	1325	301	11	66	0.320	0
4	1292	985	499	10	115	0.220	0
4	1422	1452	273	19	56	0.100	0
3	252	1641	146	6	81	0.220	0
7	131	1544	24	7	95	0.060	0
3	735	556	488	8	63	0.440	1
5	3682	1655	116	15	93	0.170	0
6	3677	956	401	9	51	0.150	1
3	2769	1481	130	8	75	0.030	0
6	2832	1429	271	18	55	0.260	0
3	788	1936	222	7	79	0.490	0
8	4249	969	470	9	70	0.070	1
8	4983	1927	356	18	70	0.380	0
7	1116	1486	265	10	77	0.300	0
5	1890	1755	279	17	100	0.230	0
7	4536	705	122	17	51	0.210	0
8	4670	1979	196	7	110	0.440	1
5	1021	955	265	14	85	0.490	0
5	1759	1908	35	5	83	0.440	0
7	3647	712	463	11	116	0.190	1
5	1133	1645	209	12	81	0.250	0
8	3101	1180	26	14	83	0.100	0
6	3977	681	315	18	79	0.070	0
5	1992	1353	410	16	89	0.450	0
5	809	859	56	12	64	0.220	0
5	3503	1803	477	9	57	0.100	0
5	2319	1326	189	7	53	0.320	0
3	1405	636	323	12	60	0.330	0
7	1564	1206	256	5	79	0.020	0
3	3183	935	320	5	111	0.230	1
3	1222	853	99	13	71	0.200	0
6	2645	1307	398	5	61	0.300	1
7	1806	1297	70	13	117	0.070	0
4	3248	1121	419	15	86	0.180	0
4	2905	1538	10	11	71	0.230	0
7	4212	889	207	5	54	0.180	1
5	3377	1585	28	9	110	0.140	0
8	1243	1822	393	14	115	0.300	0
4	2274	1441	301	14	86	0.230	0
6	1192	1378	406	5	109	0.300	1
5	439	1509	382	10	83	0.350	0
3	523	559	465	9	80	0.180	0
6	2867	1506	340	8	106	0.350	1
3	3725	1437	154	12	63	0.250	0
4	3987	901	238	13	109	0.120	0
5	2661	1286	426	10	56	0.320	0
3	1230	1408	325	17	57	0.190	0
7	2404	579	393	10	73	0.020	1
6	1733	1968	182	13	68	0.330	0
3	3974	1754	499	6	117	0.390	1
7	4970	972	328	7	118	0.390	1
8	2880	1680	60	7	51	0.070	0
4	855	763	225	5	72	0.380	1
6	1017	1296	430	5	70	0.040	1
3	2185	1255	378	11	113	0.370	0
8	1809	884	71	18	107	0.150	0
5	3112	557	477	11	111	0.090	1
5	4938	855	248	14	66	0.020	0
6	1040	1750	385	16	69	0.470	0
7	4046	898	235	15	88	0.070	0
8	2311	661	291	14	78	0.010	0
6	2662	1763	196	9	80	0.090	0
8	1242	1397	463	12	75	0.210	0
3	3085	1751	10	16	103	0.360	0
8	4123	1278	217	15	70	0.320	0
7	3477	1228	382	9	94	0.170	1
8	978	1822	145	13	104	0.210	0
8	1183	1298	315	11	88	0.320	0
8	3401	1451	249	15	118	0.350	0
7	496	1723	218	16	96	0.280	0
3	603	1845	100	8	105	0.440	0
7	4460	1657	172	8	98	0.280	0
6	1350	1380	366	18	102	0.260	0
8	2078	554	73	9	119	0.220	0
8	2211	1830	178	10	112	0.310	0
7	4075	690	65	13	99	0.460	0
6	940	1398	93	13	116	0.260	0
5	325	1717	277	12	87	0.010	0
7	931	1847	88	16	93	0.310	0
3	2151	1295	273	19	90	0.140	0
3	3290	1443	203	12	100	0.300	0
8	1274	1753	139	13	60	0.210	0
6	4552	1372	5	15	73	0.300	0
7	4563	929	478	5	79	0.010	1
5	3104	636	142	14	101	0.290	0
4	434	1779	358	17	96	0.300	0
4	1314	1723	334	19	62	0.210	0
8	4547	984	191	6	113	0.190	1
7	1571	858	261	13	65	0.050	0
7	4131	1816	229	17	108	0.220	0
3	291	1787	496	12	55	0.460	0
3	2274	1151	287	6	88	0.050	1
5	907	1878	61	8	72	0.320	0
3	2911	1364	388	14	115	0.120	0
4	1625	926	141	15	116	0.420	0
3	4192	506	25	10	93	0.080	0
5	2517	576	459	7	112	0.350	1
3	3255	1167	118	7	98	0.270	0
7	4921	1703	268	17	107	0.240	0
8	3869	1086	483	15	81	0.020	0
6	3445	1024	9	8	105	0.250	0
3	4115	1149	434	16	64	0.140	0
4	802	1441	306	5	101	0.400	0
7	897	866	153	12	60	0.240	0
5	1377	1914	225	10	87	0.140	0
6	3268	1798	436	5	109	0.220	1
8	167	965	47	9	75	0.470	0
7	3924	1880	101	11	93	0.350	0
7	4891	565	241	9	86	0.290	1
6	1166	996	432	13	109	0.280	0
7	2020	1106	492	16	70	0.060	0
8	444	997	109	17	90	0.440	0
6	4458	1570	103	12	113	0.070	0
7	4965	1926	248	16	52	0.280	0
6	1288	1208	113	9	103	0.340	0
5	3130	824	34	13	79	0.060	0
3	756	1431	431	5	106	0.110	0
8	1141	1477	312	11	101	0.250	0
8	3657	662	249	18	68	0.450	0
6	4280	1973	49	19	115	0.110	0
3	3902	1968	265	6	79	0.080	1
7	1238	1868	183	15	80	0.230	0
5	3512	1744	13	11	106	0.370	0
7	1364	1687	95	12	78	0.370	0
6	1711	959	100	7	90	0.190	0
4	4765	647	260	5	106	0.280	1
8	1290	1732	139	11	107	0.290	0
5	604	1324	69	17	112	0.110	0
7	3494	1071	327	13	94	0.270	0
7	4641	589	117	5	50	0.390	1
5	192	1787	29	18	53	0.130	0
7	1308	1297	102	8	101	0.180	0
4	4594	959	84	16	56	0.210	0
5	3354	1590	403	11	96	0.030	0
7	3615	511	434	7	88	0.390	1
5	336	1450	129	9	61	0.150	0
8	835	929	474	13	115	0.160	0
3	972	1666	162	11	97	0.360	0
5	258	1281	124	8	119	0.370	0
6	4790	1067	174	14	92	0.040	0
5	563	1549	496	16	101	0.490	0
3	1536	1748	172	10	90	0.080	0
4	1002	1403	259	10	90	0.200	0
4	2214	1795	214	5	86	0.360	0
3	4083	1654	66	15	69	0.360	0
6	866	1169	147	11	67	0.280	0
6	1813	820	111	18	112	0.200	0
6	4149	822	334	5	67	0.090	1
5	3585	1371	479	9	112	0.320	1
6	3080	690	201	6	79	0.330	1
6	2517	1780	258	18	83	0.180	0
4	4422	728	113	15	73	0.390	0
6	3011	1130	85	5	52	0.260	0
7	4283	1530	103	12	79	0.060	0
6	2411	1106	401	19	69	0.380	0
8	2202	977	391	8	92	0.390	1
4	2131	762	428	15	60	0.410	0
8	2649	1537	250	12	54	0.030	0
7	166	1393	351	14	58	0.390	0
4	4959	1634	448	15	65	0.390	0
8	3414	509	51	17	118	0.380	0
3	688	985	230	6	78	0.100	0
8	1765	741	169	9	80	0.470	0
4	3191	532	37	13	70	0.080	0
3	3325	1743	497	14	64	0.430	0
6	3041	1596	197	13	53	0.440	0
7	4527	1458	303	13	52	0.260	0
4	641	564	70	18	81	0.190	0
3	994	1080	434	16	101	0.400	0
6	3432	1931	74	19	73	0.250	0
8	2037	626	36	5	75	0.420	1
8	3293	1327	156	6	102	0.410	1
6	469	1397	321	6	75	0.440	0
4	393	1548	137	5	58	0.270	0
7	4515	1130	222	10	85	0.180	0
3	2299	1609	415	18	73	0.150	0
3	1287	509	361	19	107	0.310	0
5	4849	1134	223	7	74	0.110	1
3	4942	1967	249	5	107	0.360	1
8	4881	1403	380	15	93	0.270	0
7	481	1978	254	16	96	0.180	0
6	2360	1177	217	8	87	0.370	0
8	116	1180	239	7	89	0.180	0
5	2913	1753	231	6	99	0.010	0
7	2289	737	299	10	109	0.180	1
6	4623	1764	188	6	110	0.470	1
4	1250	1346	131	10	81	0.050	0
3	2331	1637	250	8	118	0.060	0
7	4284	511	415	12	85	0.130	1
7	2493	850	144	17	84	0.340	0
3	4034	1387	449	9	83	0.150	1
6	4389	996	335	11	81	0.340	1
5	2377	1206	257	12	99	0.220	0
3	2330	1884	355	14	75	0.410	0
4	1492	793	335	10	97	0.250	0
8	3836	1482	171	5	69	0.040	1
5	2234	1027	378	11	99	0.260	0
4	4706	978	155	10	60	0.370	0
8	1411	605	389	12	103	0.420	1
5	4260	1273	53	10	56	0.370	0
3	4040	1175	401	8	55	0.380	1
8	1664	831	25	14	101	0.340	0
7	481	527	449	17	102	0.180	0
4	3527	1953	292	13	80	0.160	0
5	217	742	331	10	99	0.310	0
6	3560	1100	435	14	81	0.390	1
3	513	1048	409	13	71	0.460	0
3	3807	846	1	16	64	0.260	0
7	3503	682	198	6	86	0.150	1
6	1608	1712	356	19	105	0.210	0
5	3387	1124	407	5	76	0.420	1
6	1697	901	466	11	73	0.050	0
5	2230	1593	65	7	103	0.170	0
3	2650	1343	187	17	85	0.100	0
3	3217	1881	124	5	103	0.360	1
3	4389	660	337	17	50	0.380	0
3	681	527	6	11	73	0.080	0
4	383	1559	410	5	58	0.390	0
8	3566	1533	125	6	80	0.330	0
3	3083	638	61	13	82	0.390	0
8	4556	1513	307	9	60	0.430	1
8	2467	1180	358	17	61	0.020	0
8	2180	1818	453	16	73	0.120	0
3	2407	1767	458	12	100	0.130	0
4	4441	1516	198	17	69	0.110	0
4	281	1230	389	9	90	0.230	0
6	2825	1086	375	19	68	0.060	0
4	2048	1374	238	7	115	0.150	0
6	1846	840	342	19	81	0.490	0
5	4215	1529	54	9	70	0.080	0
4	3272	1154	181	11	73	0.100	0
6	4114	1985	444	7	115	0.240	1
8	1741	944	41	6	108	0.320	0
7	4185	838	365	11	112	0.400	1
4	4520	1202	116	9	86	0.110	0
4	2242	1328	170	16	73	0.030	0
6	3560	978	418	8	74	0.320	1
5	2400	1078	257	16	70	0.090	0
5	4962	1798	206	10	56	0.170	0
4	2207	1711	79	10	81	0.080	0
5	316	798	11	11	97	0.010	0
3	4195	1271	410	15	88	0.110	0
7	4204	798	273	6	106	0.260	1
5	3116	778	225	13	99	0.190	0
6	3924	1982	376	16	101	0.270	0
6	4374	747	349	14	72	0.330	0
4	4279	1038	416	19	72	0.240	0
3	2241	1906	326	19	84	0.200	0
4	2718	608	265	8	117	0.460	1
8	1680	1817	457	12	81	0.340	0
5	552	903	263	12	118	0.270	0
4	4703	952	46	8	100	0.300	0
8	4998	644	235	13	108	0.440	1
5	3718	1546	255	13	89	0.320	0
3	3683	1858	154	19	51	0.080	0
4	1264	1304	297	6	102	0.220	0
4	2152	1865	293	6	88	0.360	0
5	4608	1968	453	6	80	0.180	1
8	4981	1310	395	17	66	0.210	0
6	3081	1080	24	7	113	0.020	0
3	2989	500	330	14	101	0.400	0
6	1364	1782	373	16	114	0.350	0
5	4065	1858	35	8	89	0.370	0
8	1425	1814	239	9	96	0.090	0
4	2598	1186	136	5	94	0.310	1
5	2234	1437	141	18	64	0.480	0
4	4397	742	333	13	91	0.330	0
6	264	1916	305	5	67	0.330	0
6	1199	1673	45	16	78	0.370	0
3	650	1451	31	12	99	0.350	0
5	2116	1319	88	14	109	0.070	0
4	816	866	140	17	103	0.430	0
4	3864	1195	379	10	66	0.240	0
6	2632	720	158	7	102	0.390	1
7	356	647	282	19	82	0.280	0
5	2076	1615	444	6	99	0.250	1
5	825	773	206	18	79	0.390	0
5	4617	1401	414	18	63	0.370	0
3	1312	1888	423	8	52	0.280	0
8	3729	1435	474	15	85	0.360	0
3	483	1400	488	5	61	0.140	0
7	2969	1785	417	17	83	0.160	0
4	1393	1031	48	16	50	0.400	0
6	589	879	370	6	114	0.390	0
4	1453	1851	239	13	67	0.010	0
3	383	725	316	14	87	0.030	0
4	4176	1770	485	8	93	0.380	1
8	3023	1283	76	8	118	0.270	0
3	1917	529	354	9	97	0.080	1
5	3221	1580	67	5	77	0.380	0
5	3633	1722	241	16	76	0.340	0
7	2037	1159	317	8	72	0.350	0
6	265	719	402	9	79	0.210	0
6	4231	573	340	19	100	0.140	0
7	487	565	319	14	50	0.430	0
5	4801	898	125	16	86	0.440	0
7	4797	1769	329	13	95	0.030	0
6	2198	536	200	19	101	0.010	0
5	2848	764	467	8	73	0.470	1
5	2886	1630	152	7	71	0.150	0
4	4221	1482	290	10	60	0.220	0
3	4665	1765	288	6	104	0.100	1
8	1860	1951	6	14	66	0.420	0
5	2619	1009	373	18	79	0.280	0
