ArriviDeFerrariAscensore6	ArriviDeFerrariAscensore7	ArriviDaDeFerrari6	ArriviDaDeFerrari7	PersoneSceseDalTreno6vsBrignole	PersoneSceseDalTreno7vsBrignole	IntervalloTreni6vsBrin	OccupazioneTreno6vsBrin	PersoneSaliteABordo6vsBrin	PersoneABordoPreDiscesa6vsBrin	PersoneSceseDalTreno6vsBrin	IntervalloTreni7vsBrin	OccupazioneTreno7vsBrin	PersoneSaliteABordo7vsBrin	PersoneABordoPreDiscesa7vsBrin	PersoneSceseDalTreno7vsBrin	mean_pass_t6	max_pass_t6	mean_pass_t7	max_pass_t7	Out
4.885912	4.760791	548.887766	437.797628	58.97033	49.256891	450	262.12856	60.5	207.5	5.87144	900	358.070233	16	347	4.929767	4.075556	18	3.823889	13	1
3.573653	3.795012	383.779665	354.170824	33.320882	18.549272	630	113.539064	65.5	57	8.960936	900	413.663562	43	384	13.336438	9.725556	57	9.876667	57	1
4.862737	5.790596	525.639382	613.226595	53.10413	34.064906	900	33.064404	16	30	12.935596	780	227.93318	57.5	179	8.56682	8.058333	43	10.517222	50	1
4.452258	3.658763	522.037464	341.050154	53.274588	62.463789	810	149.362797	75.5	88	14.137203	900	307.902853	110	211	13.097147	6.082778	32	7.519444	32	1
3.413219	3.329508	336.297602	351.987819	65.989747	56.621331	315	217.610776	11	200	15.389224	900	105.90497	3	114	11.09503	6.537778	29	5.061111	29	1
4.947143	4.844869	444.457394	575.735874	62.723748	32.91755	300	290.375706	18.5	276	4.124294	390	138.220073	41	113	15.779927	16.22	54	15.644444	53	1
5.848835	5.318415	612.905307	490.506623	23.142937	59.978502	600	277.398627	14	266.5	3.101373	900	248.228671	32	224	7.771329	9.017778	46	12.386111	51	1
3.279389	5.236128	376.010591	552.010688	26.628595	15.587803	900	146.65093	18	136	7.34907	900	107.052526	56	65	13.947474	6.073889	48	2.118889	16	1
6.085013	1.253612	649.410152	115.006604	43.932344	15.222556	480	306.26344	40.5	276	10.23656	390	191.946288	34.5	166.5	9.053712	6.931111	44	12.68	47	1
1.786966	6.44262	188.053863	651.025645	0	52.383819	510	281.282984	39	255	12.717016	900	102.511787	53	55	5.488213	7.262778	36	8.747778	43	1
3.661777	5.895201	337.097199	589.295903	61.787128	65.028025	900	218.384077	7	221	9.615923	750	258.621927	30	240	11.378073	6.187222	35	7.772778	38	1
3.786984	4.102148	358.360261	368.114641	22.343972	14.615011	750	124.993926	77.5	49.5	2.006074	900	143.053322	80	69	5.946678	3.194444	14	2.782222	18	1
6.589063	3.042729	677.687349	285.136079	42.975055	44.787936	900	278.005267	8	281	10.994733	390	326.244674	91	238	2.755326	3.589444	18	5.045556	20	1
5.084303	2.026365	597.997174	209.353252	48.134106	68.266266	315	64.349457	34	38	8.650543	390	275.054095	42	244.5	11.445905	6.821667	23	5.819444	23	1
4.279024	2.491593	495.740237	258.316259	20.128127	59.470992	810	386.139809	39.5	352.5	5.860191	900	257.457812	80	186	8.542188	5.481111	38	6.632222	33	1
3.690409	3.966736	370.079503	432.73478	38.323095	23.901469	630	220.00145	47.5	185.5	12.99855	900	292.077986	32	264	3.922014	4.84	31	6.475556	33	1
4.295652	2.792974	396.405176	321.471388	15.632907	31.732547	900	204.64109	74	135	4.35891	900	95.225361	48	58	10.774639	5.527222	43	5.712222	34	1
3.514767	6.752085	308.665023	649.246602	56.512594	33.409994	900	112.603296	21	100	8.396704	570	267.886413	20.5	258	10.613587	2.892222	17	2.411111	10	1
6.512311	5.927227	635.180556	658.03136	66.044709	27.323098	480	182.441258	23.5	162	3.058742	360	157.974898	48.5	116.5	7.025102	11.891111	53	13.311667	51	1
5.490578	3.891261	533.083129	420.75656	57.306068	16.201806	900	172.379962	29	154	10.620038	330	126.185513	35	89	3.814487	4.848889	19	5.988889	20	1
2.811706	5.83257	237.689976	516.438282	0	18.437075	900	45.083188	17	35	6.916812	900	81.719617	79	11	8.280383	8.578889	52	7.438889	57	1
5.835001	3.40711	584.740715	324.670313	15.240454	48.095221	450	224.31039	40	192	7.68961	315	197.920327	26	173	1.079673	11.615	52	12.567778	57	1
5.263937	2.99622	600.620888	326.502813	58.462144	62.02802	300	191.785756	31	174	13.214244	360	72.650824	31.5	48	6.849176	12.264444	45	9.73	42	1
5.25795	3.349602	578.995216	373.55599	50.778101	30.93972	390	213.50863	26	199	11.49137	480	55.704755	36.5	30	10.795245	12.187778	44	8.805556	40	1
4.85479	4.025001	502.715324	368.412751	24.975767	10.080307	330	247.024572	74.5	182.5	9.975428	480	153.528903	43	120.5	9.971097	5.441111	28	5.385	26	1
2.98828	5.001768	320.212809	448.538327	31.30886	21.061393	900	238.003769	23	218	2.996231	900	292.428493	47	260	14.571507	5.205	37	4.033889	41	1
4.905395	5.555305	504.908935	503.76446	57.455767	36.238732	900	52.443541	29	33	9.556459	900	206.910906	17	197	7.089094	7.927778	63	15.014444	69	1
5.173212	5.402788	509.958225	578.983346	13.580772	68.158773	330	219.47595	46	178.5	5.02405	900	138.237446	58	89	8.762554	4.720556	21	4.621111	19	1
6.789525	2.793672	622.403972	268.780023	36.534936	54.047577	330	204.732806	31.5	178	4.767194	570	240.421844	41.5	209	10.078156	11.889444	48	11.553333	51	1
4.392137	2.119121	436.282813	218.985035	9.018012	17.413023	630	155.918592	25	137.5	6.581408	900	303.581341	19	300	15.418659	10.108889	51	7.847778	46	1
4.886319	0.77429	474.267369	81.116279	52.220521	61.382773	570	317.67804	17.5	312.5	12.32196	900	124.477398	57	73	5.522602	10.578889	45	10.487778	45	1
5.803328	2.039257	625.062258	212.475433	11.828342	56.315941	390	152.615065	21.5	140	8.884935	780	222.006756	57	172.5	7.493244	10.116667	42	7.137778	36	1
4.038995	5.651497	440.924311	562.691564	25.620467	26.036094	330	301.188071	74.5	234	7.311929	780	299.27619	28	279.5	8.22381	10.218333	52	11.390556	51	1
5.38775	3.46734	474.112921	307.626319	45.644707	57.361744	900	167.879657	91	81	4.120343	330	248.632226	53	204.5	8.867774	7.022778	62	9.013333	63	1
3.401625	4.204163	338.518318	443.35496	0	42.742939	900	295.159788	128	175	7.840212	900	292.084508	54	251	12.915492	3.778889	11	8.599444	39	1
6.284233	4.876945	571.537675	508.71563	35.945334	22.680439	900	413.651577	105	319	10.348423	900	206.959759	21	190	4.040241	5.978889	28	9.508889	34	1
6.546221	0.930852	578.853733	82.72007	48.210318	33.044461	900	387.204524	86	310	8.795476	900	288.074558	55	236	2.925442	3.336667	15	5.924444	28	1
3.627405	2.804505	351.039444	285.362872	27.165349	56.152402	450	317.588304	19.5	303.5	5.411696	900	263.936374	61	204	1.063626	6.311111	44	7.825556	44	1
5.25415	4.201615	500.156521	429.676887	25.311178	59.873204	780	250.421629	34.5	232	16.078371	900	357.799105	57	312	11.200895	3.992778	40	7.637222	39	1
3.092714	3.4877	314.367639	391.33597	8.377754	48.132537	900	217.006543	108	112	2.993457	900	223.163136	52	174	2.836864	5.105556	43	4.585556	38	1
3.273984	4.175328	276.956605	357.626487	33.83185	18.271526	480	126.477185	17.5	110	1.022815	900	247.868077	7	253	12.131923	9.392778	53	6.203889	60	1
3.584532	5.059461	306.21253	500.069567	60.633486	19.808097	600	346.780122	33	325	11.219878	900	101.13722	60	43	1.86278	5.612222	23	3.382778	16	1
6.495636	1.957535	602.216324	173.131432	30.722422	10.451061	330	200.73048	52.5	153.5	5.26952	900	78.965474	49	31	1.034526	9.675	39	4.788889	30	1
1.821199	4.977722	167.15473	499.15034	35.410885	29.537121	630	164.263663	38	135.5	9.236337	900	363.419566	44	333	13.580434	5.741111	26	5.055556	27	1
5.034295	3.534762	552.457832	410.556593	46.790011	11.631415	570	359.274607	33.5	336	10.225393	510	207.229459	53	159	4.770541	8.151111	48	6.446111	48	1
6.700848	6.132015	589.767849	633.852719	32.526305	38.598722	570	239.401788	24	230.5	15.098212	300	196.302386	45.5	156	5.197614	9.001667	47	10.767778	48	1
4.506451	4.049851	395.374527	373.425897	50.019372	63.453069	900	52.947366	25	41	13.052634	900	214.27816	24	195	4.72184	5.487222	38	6.677778	46	1
4.858789	3.753775	520.760344	345.505184	27.231101	10.04004	570	282.561366	29.5	255	1.938634	900	7.627281	0	23	15.372719	7.787222	57	10.057778	61	1
5.101458	3.986221	578.856795	484.84971	52.168105	0	900	106.00666	41	68	2.99334	900	357.966684	69	303	14.033316	4.389444	30	3.724444	10	1
5.213836	5.632578	478.906638	601.192198	16.207411	23.881621	315	216.860043	28	192	3.139957	900	300.718507	33	276	8.281493	12.798889	56	9.651111	49	1
4.294503	3.781547	364.854507	342.119361	48.192374	0	900	289.789285	15	288	13.210715	900	176.143011	0	178	1.856989	4.617222	18	5.751667	25	1
5.291877	4.343473	598.303864	381.096342	30.010606	66.165429	900	288.794853	96	201	8.205147	510	93.556202	42	66.5	14.943798	5.466667	29	10.528333	40	1
5.327214	2.935409	576.083355	357.430879	20.646268	0	570	151.691621	34.5	130	12.808379	900	273.917416	57	225	8.082584	10.875	52	9.241111	53	1
5.337136	2.554264	550.763555	247.525246	47.456784	29.850563	900	256.879247	12	247	2.120753	900	279.002347	46	244	10.997653	4.236111	48	7.096111	54	1
4.911429	1.807514	535.799374	208.299159	58.454822	60.366785	390	175.131459	23	167.5	15.368541	900	57.526548	15	57	14.473452	7.210556	35	5.515	32	1
2.735842	5.990952	240.074514	613.594082	25.59068	20.660177	900	291.514371	29	268	5.485629	900	358.274685	25	346	12.725315	4.732222	19	2.966667	13	1
5.692198	3.962568	638.975354	399.757905	57.330461	51.01	330	207.632405	85.5	132.5	10.367595	330	307.909781	40.5	279	11.590219	6.083333	22	9.368889	27	1
6.149184	0.944717	647.830066	79.70446	48.873584	14.057603	480	212.61618	32	186	5.38382	390	205.083041	32.5	178.5	5.916959	6.287222	33	7.412778	39	1
5.155887	6.175256	533.19149	657.35323	45.548393	56.423987	900	290.075785	154	137	0.924215	300	175.558258	37	144	5.441742	5.003889	53	13.01	49	1
6.335255	0.988375	524.210845	96.179284	26.442861	45.753706	900	216.149103	27	199	9.850897	900	186.09858	108	80	1.90142	8.337778	53	6.788333	42	1
6.233241	4.411764	594.93381	449.281272	54.967802	26.991649	750	248.006997	61.5	187.5	0.993003	900	165.002516	86	80	0.997484	4.24	13	5.247222	19	1
6.927474	1.57927	592.597947	142.164811	23.918097	32.782256	900	190.253101	56	141	6.746899	900	300.242148	7	296	2.757852	5.673889	48	7.901667	47	1
5.012532	3.877721	449.937969	371.169972	49.230674	27.935922	900	151.230314	59	97	4.769686	900	321.631366	122	206	6.368634	5.538889	43	5.858333	43	1
4.702242	0.944563	467.127489	83.6273	39.728178	33.88456	630	278.944596	22.5	257.5	1.055404	900	165.005991	81	87	2.994009	9.915556	49	11.211111	54	1
4.984996	3.79565	525.437807	372.438638	20.377007	51.403471	900	344.937764	67	287	9.062236	900	414.332122	33	394	12.667878	8.763333	48	6.289444	48	1
6.398762	6.718135	561.590038	664.574859	15.151825	31.192845	300	154.818793	13	149	13.181207	570	249.554754	31	219.5	0.945246	6.496111	28	6.63	24	1
4.440317	4.856263	446.445144	461.175141	35.341458	54.121651	900	260.819646	56	209	4.180354	900	243.409598	92	157	5.590402	6.009444	37	3.906111	15	1
3.183858	0.401863	331.25286	43.482729	48.445529	7.591547	330	366.987788	27	343	3.012212	900	266.031757	21	254	8.968243	9.938889	55	6.835556	56	1
6.669856	5.231383	613.919666	522.130297	53.015618	15.578713	900	358.337948	112	259	12.662052	570	223.706914	67	168	11.293086	5.125	35	8.667778	35	1
4.541272	2.468875	450.476755	269.215024	42.418946	59.739715	900	138.85604	68	76	5.14396	900	348.526923	48	314	13.473077	9.870556	45	8.196667	52	1
5.538775	5.525186	532.272366	533.946764	63.969875	8.398493	900	225.852449	0	241	15.147551	900	270.068115	97	184	10.931885	4.908333	15	5.143333	18	1
5.996954	4.878283	552.852068	532.091766	23.668075	0	390	130.859144	27	109.5	5.640856	360	236.323641	43.5	202.5	9.676359	11.263333	57	14.096111	56	1
5.453302	4.444647	507.90226	457.216813	30.660318	57.119964	510	324.817901	43	290	8.182099	315	284.386506	36	258	9.613494	10.580556	51	11.501111	47	1
2.395083	6.153901	214.543726	564.661518	12.209872	8.53017	900	167.457789	15	159	6.542211	900	300.312886	16	293	8.687114	9.682778	51	5.495	47	1
2.58123	4.91472	298.477466	456.066307	56.636574	26.037152	630	182.187355	45	147.5	10.312645	900	201.032423	33	169	0.967577	6.987778	39	5.090556	36	1
3.138305	4.72108	322.928934	460.569711	58.712436	44.844333	450	301.118799	59	247.5	5.381201	900	119.584352	28	98	6.415648	9.97	43	5.777222	37	1
5.074299	6.613814	511.746405	656.527624	42.439739	51.705342	570	164.420534	38.5	140.5	14.579466	900	186.860867	82	109	4.139133	6.422778	41	8.289444	41	1
3.793112	4.443299	421.859211	510.311989	14.1458	34.868418	900	187.821237	2	188	2.178763	900	21.803499	14	12	4.196501	3.606111	33	6.270556	34	1
5.065109	4.139294	584.995819	389.528187	18.977674	28.700585	420	192.380184	50.5	149	7.119816	900	150.486261	52	106	7.513739	11.711111	47	8.487778	52	1
0.806393	6.437381	78.161143	664.840831	13.782888	37.742454	570	234.647158	62.5	187	14.852842	900	258.649485	69	196	6.350515	8.331667	33	6.043889	41	1
6.848392	6.190243	646.047373	605.604862	23.129242	42.102937	780	134.888452	37.5	99.5	2.111548	900	122.322861	68	66	11.677139	5.241111	31	7.562778	25	1
4.436134	5.39331	447.251638	533.335676	45.191418	21.414366	900	148.632531	26	127	4.367469	390	250.346912	47.5	216	13.153088	6.013889	39	5.576667	39	1
2.718694	2.588742	276.975849	265.74968	58.90171	62.012952	600	241.757642	45.5	203	6.742358	900	414.118366	35	392	12.881634	8.295	39	7.489444	38	1
3.637914	3.215068	351.031313	315.465389	38.832451	0	600	95.17116	25	83	12.82884	900	76.873184	27	58	8.126816	3.383333	23	5.751667	26	1
5.158968	4.707091	565.466353	395.398449	46.185335	56.23154	480	159.904892	33.5	127.5	1.095108	750	279.944571	50	231	1.055429	7.796111	34	6.552222	32	1
4.813201	3.219695	440.651937	319.277483	43.31734	30.452566	900	144.691864	81	71	7.308136	900	261.64686	35	235	8.35314	3.450556	48	9.997778	59	1
6.098034	5.279112	638.739299	481.371334	37.515028	28.955718	630	317.672947	35.5	288.5	6.327053	900	292.346463	36	270	13.653537	11.843333	53	14.667222	60	1
1.680626	4.863248	189.334749	558.646858	58.961001	18.046601	300	100.098406	16.5	91.5	7.901594	900	100.789842	64	45	8.210158	9.325556	46	5.156667	35	1
6.086332	2.566786	630.799924	258.819874	24.08625	30.017102	315	94.945992	20	79	4.054008	285	61.411264	15	54	7.588736	6.101111	22	8.183333	22	1
5.299257	4.732475	440.871327	435.211871	57.615608	20.112685	345	197.72104	33	181	8.27896	315	243.925583	36	199	1.074417	8.383889	32	9.252222	36	1
5.28662	5.903055	520.538129	531.090147	9.441875	35.535741	360	144.049179	27.5	118.5	1.950821	480	261.927585	32	234	4.072415	9.825556	50	10.951111	49	1
4.542049	4.738164	475.92185	484.76728	41.29479	0	900	303.351684	52	259	7.648316	900	414.159466	56	362	3.840534	6.272778	34	2.581667	17	1
6.538218	3.036764	607.904487	313.997746	64.794525	39.30696	900	343.288836	95	260	11.711164	600	221.719095	57	179.5	14.780905	4.921111	27	5.081111	35	1
6.010557	0.729699	593.722958	76.090532	23.458432	48.251858	900	228.149743	82	153	6.850257	900	235.350553	102	141	7.649447	4.325	23	5.137222	22	1
4.816515	4.989941	481.773656	479.018314	9.15544	17.45662	285	168.324012	33	152	10.675988	570	218.096441	30.5	198	10.403559	10.735	35	7.782778	27	1
3.804299	5.584487	442.742073	615.27532	42.207596	48.843388	300	151.04302	44	120	12.95698	600	221.132035	39	190.5	8.367965	7.498333	27	6.350556	26	1
4.621217	3.60657	419.949151	329.308622	68.874894	13.088829	780	212.741724	45	173	5.258276	900	292.109409	30	268	5.890591	2.265	13	3.108333	14	1
3.149185	5.272798	331.107608	574.382607	31.933093	10.963719	300	77.181733	21	59	2.818267	900	118.234494	18	116	15.765506	8.029444	49	5.54	45	1
4.917161	4.538611	551.04623	436.420161	19.596421	12.172927	900	177.145924	96	84	2.854076	900	255.315631	74	186	4.684369	4.245556	36	6.065556	45	1
6.216169	2.818566	599.468402	266.681348	32.186949	40.728902	300	200.111378	28	181	12.888622	750	229.187805	62	177	9.812195	8.486111	35	4.791111	34	1
3.42909	6.372511	342.323253	681.858274	27.133752	11.009631	510	347.680612	32	331	15.319388	900	118.925714	30	97	8.074286	14.487778	57	7.802778	46	1
5.319654	3.385399	579.927049	370.323389	55.910121	25.773007	900	152.769372	25	141	13.230628	510	97.229569	44	59.5	6.270431	4.358333	26	7.617222	33	1
4.798155	5.598368	417.227086	528.250896	43.61991	37.193036	390	237.890493	31	217	10.109507	900	88.690851	16	77	4.309149	7.298889	34	7.210556	33	1
5.452459	3.649831	576.681405	354.679307	66.261528	48.730242	900	79.127075	36	55	11.872925	510	113.116154	35.5	83	5.383846	8.206667	48	12.79	51	1
5.751231	2.949588	551.382928	288.836137	12.247415	55.433053	300	223.401231	91	148.5	16.098769	315	218.498329	32	200	13.501671	10.798333	56	15.493333	61	1
4.679457	3.106449	438.38237	287.179035	54.895774	29.159821	900	196.027534	42	159	4.972466	750	206.138401	56	154.5	4.361599	11.251667	69	13.453333	62	1
6.057134	3.853662	622.862607	373.541558	54.946359	38.904456	900	53.623512	6	63	15.376488	900	234.50054	63	178	6.49946	5.389444	44	7.695	43	1
6.814579	3.751003	641.560718	356.772673	65.123023	42.894	375	198.681091	15	199	6.318909	480	269.578915	67.5	215	12.921085	7.72	40	7.506667	38	1
6.115089	5.581873	649.504899	556.925584	67.944164	38.128549	390	168.822263	39	111	14.177737	900	281.986581	25	258	1.013419	4.831111	23	5.112222	23	1
5.045904	6.082998	569.947183	519.69229	19.297022	65.157767	360	165.694393	31	142	7.305607	900	127.854041	70	69	11.145959	10.443333	46	8.193889	42	1
3.88387	5.451203	383.236206	576.425403	25.584912	38.082525	390	207.04392	12	196	0.95608	900	306.019884	11	303	7.980116	15.477222	63	7.306667	61	1
3.575477	3.824454	338.743418	345.038956	36.930261	63.394937	510	202.968964	24.5	179.5	1.031036	900	296.066204	25	281	9.933796	6.743333	33	4.496667	39	1
5.327152	2.160422	454.744944	224.313569	44.439227	45.528082	600	171.655234	38	147.5	13.844766	900	112.878532	56	65	8.121468	5.773333	17	5.288333	16	1
4.38272	3.188345	508.068322	348.543575	18.860376	65.733686	900	96.008315	23	86	12.991685	750	175.016381	45	137	6.983619	2.611667	12	2.817778	15	1
5.955147	3.694086	544.579294	395.987553	43.22945	54.990358	390	147.870732	10.5	144	6.629268	630	247.479966	49	208	9.520034	16.615556	62	10.97	62	1
3.490025	4.436689	315.416201	428.432106	11.857001	13.407313	900	406.811102	27	383	3.188898	780	211.548329	31	188	7.451671	4.698333	41	5.838889	42	1
6.182954	1.488578	546.64916	149.265909	44.690545	61.593256	900	143.915094	0	158	14.084906	780	281.302703	52	242	12.697297	7.317222	29	7.197778	30	1
1.011535	5.470554	108.718534	524.571819	9.553981	21.933082	900	219.63986	67	160	7.36014	900	110.76341	104	23	16.23659	5.228889	46	5.497222	54	1
5.137113	4.629595	555.821145	539.20193	7.67643	15.222835	900	290.837351	38	257	4.162649	390	238.400178	22	211	5.599822	7.123333	24	8.215556	31	1
4.399271	5.042802	383.080284	476.075816	16.79197	0	300	261.091366	31	184	2.908634	900	80.339922	18	67	4.660078	4.785	19	4.267778	21	1
4.761825	5.85247	450.187823	594.391761	37.090327	22.154186	390	155.18375	52	114	10.81625	390	86.270133	28.5	67.5	9.729867	9.388889	50	8.617222	52	1
4.372197	4.089571	477.695502	410.916051	57.452535	36.527768	900	292.39528	7	290	4.60472	900	311.848035	77	248	13.151965	4.69	39	6.902222	41	1
5.869586	4.344258	526.947989	364.015223	57.152684	30.345439	450	280.304077	19.5	270	9.195923	900	200.88522	22	181	2.11478	8.453889	33	5.690556	30	1
3.651129	4.435892	425.2632	436.339452	42.291452	64.819676	900	107.090791	22	86	0.909209	900	66.054233	14	55	2.945767	1.945	18	3.700556	15	1
6.041049	2.045938	568.856932	232.373647	43.614074	59.585811	390	151.915246	36	98	1.084754	900	265.941508	45	230	9.058492	5.766667	25	4.245556	18	1
2.644535	6.129385	290.425355	612.563672	52.355424	59.894674	810	160.490464	43	123	5.509536	900	165.752226	57	116	7.247774	6.147222	42	8.851111	45	1
2.73862	4.792758	256.334263	498.950091	40.799449	33.612879	480	169.844671	55.5	118.5	4.155329	900	247.816079	59	205	16.183921	8.728889	50	5.036111	42	1
4.35833	1.305831	485.454385	119.365147	35.74038	59.794633	900	103.96289	23	90	9.03711	900	358.109587	138	226	5.890413	12.565	60	8.188333	57	1
5.770371	4.426149	607.928317	399.091424	12.592833	67.406216	750	266.482799	47.5	230.5	11.517201	900	151.600095	69	88	5.399905	6.639444	27	9.587778	34	1
5.848202	5.694429	538.751316	568.861869	57.366689	45.249185	315	217.09708	6	219	12.90292	900	81.653693	60	28	6.346307	8.643333	43	10.109444	48	1
5.246272	4.689965	464.468642	539.858674	41.782597	30.333592	900	224.958156	20	211	6.041844	600	183.944617	77	112	5.055383	6.127222	42	5.935	35	1
5.904743	5.901022	553.66214	555.985277	32.537805	58.111336	390	232.676081	40	207.5	14.823919	570	220.062633	62	161	2.937367	7.513889	44	9.067222	43	1
5.425537	4.454928	563.001814	487.206078	15.642072	42.658241	330	101.283617	20	101	10.716383	390	284.868453	38	261.5	14.631547	10.465556	42	8.877778	39	1
6.196749	3.239579	604.390389	328.096438	39.725858	54.214326	315	120.023594	20	101	0.976406	570	168.260833	37.5	141.5	10.739167	9.401111	28	7.681111	21	1
5.346781	1.003216	564.22902	101.917212	29.204747	32.475089	330	301.118988	23.5	290	12.381012	900	358.1591	20	344	5.8409	5.634444	24	5.902778	21	1
5.659073	3.796375	500.191469	416.844528	56.942549	62.549539	330	270.286009	26	248	3.713991	900	97.780737	30	77	9.219263	5.99	28	4.051667	26	1
5.214582	4.048777	550.870157	413.363188	35.678192	19.319347	900	287.265819	46	252	10.734181	450	202.288108	23.5	187	8.211892	6.841667	29	7.261111	38	1
6.229934	3.403201	635.118603	290.037532	19.70421	61.151284	900	106.131951	16	102	11.868049	330	280.615812	16	272	7.384188	2.961667	15	4.907222	15	1
4.955948	4.291631	414.926681	500.628198	29.730793	30.524922	570	283.384126	76	220.5	13.115874	390	254.952362	49	217.5	11.547638	5.776111	21	5.19	25	1
4.471119	5.315628	385.773265	512.752526	49.644014	42.221041	285	227.486908	8	232	7.513092	600	83.17247	8	83.5	8.32753	5.852778	25	6.895556	34	1
5.954797	2.657245	547.642239	264.227364	41.541602	35.13878	285	197.106514	23	172	2.893486	510	210.459842	33	183	5.540158	7.971667	22	7.500556	20	1
5.523277	3.541639	543.923312	305.820587	48.954747	24.268591	570	185.538139	15.5	178	7.961861	900	380.775378	50	338	7.224622	9.375556	51	11.675556	54	1
5.048393	4.036418	577.888403	424.489357	56.912148	41.953844	330	166.679438	31.5	139.5	4.320562	315	238.679438	42	201	8.437641	11.090556	60	15.329444	62	1
6.125803	5.649478	579.353654	635.497576	31.05254	26.029034	330	93.133274	24	75.5	6.366726	450	78.999755	26	62.5	9.500245	10.478889	52	13.183889	56	1
5.019038	5.482281	524.450293	587.863169	25.541619	20.914595	900	116.431635	27	95	5.568365	900	338.279846	57	295	13.720154	2.335556	24	3.701667	22	1
5.262517	2.748148	588.604049	300.258517	34.549877	10.329317	900	213.532563	72	154	12.467437	750	222.997893	87.5	145.5	10.002107	7.229444	51	9.497778	47	1
4.996293	2.506388	476.669295	249.972027	50.900999	65.306767	630	242.482697	14	236	7.517303	900	272.026741	31	243	1.973259	6.66	34	7.027778	34	1
5.847162	2.738355	560.005332	248.733955	15.22245	44.27216	720	186.703596	54	137.5	4.796404	900	136.094314	53	84	0.905686	5.66	55	9.93	57	1
3.325341	5.724521	286.035835	571.830433	54.718069	39.078735	750	350.167465	53	307.5	10.332535	750	121.635488	27.5	106.5	12.364512	3.050556	20	2.194444	19	1
4.787949	0.841094	508.16853	82.398193	30.407216	37.669951	900	252.17152	35	219	1.82848	900	72.751062	40	41	8.248938	6.693333	32	6.058333	37	1
2.438474	5.620017	214.718592	608.157826	31.151939	58.938557	900	24.626631	21	13	9.373369	810	201.154453	54	155.5	8.345547	8.912778	47	4.351111	41	1
3.813418	6.563211	347.723408	645.388609	28.741781	36.998859	750	352.647236	20	342	9.352764	900	414.098177	84	344	13.901823	7.573889	32	5.847222	33	1
3.070515	5.769423	305.214514	574.781571	26.482348	52.230338	750	68.031224	18	55	4.968776	900	103.154712	31	83	10.845288	7.950556	50	11.189444	52	1
5.263547	4.407036	480.997909	509.073717	51.256988	25.523672	300	107.084949	33	76	1.915051	300	283.054046	26.5	258.5	1.945954	7.985	35	10.448889	37	1
5.61472	3.795665	616.877129	394.405735	29.756395	36.498669	900	218.169171	37	183	1.830829	510	209.571141	113.5	111	14.928859	9.560556	51	7.479444	49	1
5.189558	5.707604	509.68358	587.826364	38.205067	49.871068	345	285.607608	14	276	4.392392	285	214.463937	24	195	4.536063	9.92	35	11.342778	41	1
5.207343	1.378602	525.425238	129.555834	64.294476	53.453358	900	292.157517	15	287	9.842483	900	60.416958	50	17	6.583042	8.597222	53	6.425	47	1
6.073355	3.625556	664.898774	387.17652	16.332573	36.839732	420	129.021455	15.5	115.5	1.978545	360	209.981575	34	172	4.018425	13.657222	58	16.998333	65	1
4.206067	2.67376	391.005113	263.524943	57.708677	24.191068	405	188.167947	21	147	13.832053	900	333.013096	20	315	1.986904	5.743889	24	4.792778	20	1
3.348835	2.485434	320.615671	232.656403	9.454377	0	900	284.738495	96	196	7.261505	900	268.912414	68	216	15.087586	9.636111	46	3.848889	11	1
3.921511	6.107408	393.058684	573.835769	18.120243	57.59627	900	199.999193	35	170	5.000807	750	385.857709	42.5	353.5	10.142291	6.129444	50	9.735	56	1
6.278589	1.10002	701.721667	111.459371	36.636658	13.263943	285	139.620086	36	108	4.379914	330	84.403154	48	64	10.596846	5.7	28	7.395556	29	1
3.632742	6.105527	312.143555	544.614643	18.998075	7.972149	900	246.471631	4	248	5.528369	900	100.475993	16	99	14.524007	8.475556	54	6.433333	47	1
5.88886	3.514032	572.245704	333.56423	43.275588	64.017176	900	98.318257	34	72	7.681743	900	236.638259	87	155	5.361741	1.622778	14	3.312778	20	1
4.331228	4.072501	391.563187	378.856416	62.59107	52.216723	300	119.977561	52.5	68.5	1.022439	600	191.199797	7.5	191	7.300203	4.055	22	5.377778	27	1
6.415793	3.494243	597.296626	359.457167	55.173366	16.759715	360	126.932248	59.5	78	10.567752	900	251.258523	8	248	4.741477	5.32	42	7.700556	40	1
4.744223	6.197448	415.308768	573.03653	42.331585	34.691131	720	180.070696	74	113.5	7.429304	900	291.847607	22	280	10.152393	5.466667	54	7.805	50	1
5.736784	3.270285	559.392596	322.456461	55.085533	71.45904	600	148.093584	11	142.5	5.406416	900	226.166012	22	209	4.833988	2.878889	17	4.815	24	1
5.429776	5.590566	563.677033	538.478021	12.145534	54.206766	900	313.214561	0	324	10.785439	900	228.924278	58	180	9.075722	10.429444	56	7.952778	55	1
5.703746	0.566569	666.023476	58.751759	44.253672	42.359114	900	115.117556	33	93	10.882444	600	236.761929	33.5	215.5	12.238071	7.180556	50	13.301111	52	1
3.531177	3.676881	326.658474	378.013049	42.852838	35.633255	300	211.424164	20	204.5	13.075836	900	393.339929	10	391	7.660071	6.966667	41	7.532222	44	1
4.642166	4.838984	416.839377	435.74898	26.819965	36.144827	780	93.902542	42.5	61.5	10.097458	900	239.262035	49	196	5.737965	6.562222	27	7.105556	29	1
